idx,DATA,Zona,Módulo,Código,Loc. Fina+Causa parada OU defeito API,Num,Duração,Carros,Comentário,O. T.,Desc_Zona,FAMÍLIA EQUIPAMENTO,Desc_Acc
2061,03/08/2022,CBSR_Z1,A0MONMANU,I3Z,Outra falha Sensores,3,54.605,31.20,Falha E1 scanner sick OT 1033051109,,,15 - Ilha (Sw: armário: instalação elétrica geral),CBSR_Z1 - A0MONMANU - Outra falha Sensores
2062,03/08/2022,Z1_TACDC,C1,G8Z,Outra parada cilindro,1,9.458,5.40,Frame 27 fora de posição OT  1033051333 ,,,7 - Elevadores,Z1_TACDC - C1 - Outra parada cilindro
2063,03/08/2022,Z1_TACDC,L2,DK3,Cilindro travado,1,3.488,1.99,Travou no recuo,,,7 - Elevadores,Z1_TACDC - L2 - Cilindro travado
2064,04/08/2022,Z1_TACDC,L1,G8Z,Outra parada cilindro,5,10.233,5.85,Cilindro travando,,,7 - Elevadores,Z1_TACDC - L1 - Outra parada cilindro
2065,04/08/2022,CBSL_Z1,A0MONMANU,B8Z,Outra parada pneumática,1,5.780,2.68,Falha gerador de vacuo,,,5 - Gripper,CBSL_Z1 - A0MONMANU - Outra parada pneumática
2066,05/08/2022,Z1_TACDC,L2,DK3,Cilindro travado,5,3.632,2.08,Cilindro travando no recuo.,,,7 - Elevadores,Z1_TACDC - L2 - Cilindro travado
2067,15/08/2022,CBSR_Z1,B0RBMANUT,I3Z,Outra falha Sensores,1,0.743,0.42,Falha na informação de avanço,,,1 - Dispositivos,CBSR_Z1 - B0RBMANUT - Outra falha Sensores
2068,18/08/2022,CBSR_Z1,A0MONMANU,D22,Captor HS,1,0.440,0.18,Perca de sinal do sensor,,,18 - Mesas,CBSR_Z1 - A0MONMANU - Captor HS
2069,19/08/2022,CBSL_Z1,C2RBPOINT,L42,Eletrodos não conformes,1,12.388,7.08,Substituido porta eletrodo OT1033162568,,,1 - Dispositivos,CBSL_Z1 - C2RBPOINT - Eletrodos não conformes
2070,19/08/2022,Z1_TACDC,L1,G8Z,Outra parada cilindro,1,0.033,0.02,Realizado reset,,,1 - Dispositivos,Z1_TACDC - L1 - Outra parada cilindro
2071,11/10/2022,Z1_TACDC,C1,D2Z,Outra parada sensor,1,3.657,2.09,Realizado reset,,,12 - Transportador,Z1_TACDC - C1 - Outra parada sensor
2072,11/10/2022,CBSL_Z1,E0MONAUTO,G11,Problema em 1 referência,1,1.872,0.80,conjunto travando no movimento dos locator,,,1 - Dispositivos,CBSL_Z1 - E0MONAUTO - Problema em 1 referência
2073,11/10/2022,CBSR_Z1,A0MONMANU,G11,Problema em 1 referência,1,1.503,0.64,Conjunto travando no movimento dos locator,,,1 - Dispositivos,CBSR_Z1 - A0MONMANU - Problema em 1 referência
2074,13/10/2022,CBSL_Z1,E0MONAUTO,G11,Problema em 1 referência,1,10.518,4.47,Conj. trava durante movimentação locators,,,1 - Dispositivos,CBSL_Z1 - E0MONAUTO - Problema em 1 referência
2075,13/10/2022,CBSR_Z1,A0MONMANU,G11,Problema em 1 referência,2,8.240,3.50,Torre travando,,,1 - Dispositivos,CBSR_Z1 - A0MONMANU - Problema em 1 referência
2076,02/09/2022,CBSR_Z1,A0MONMANU,DKZ,Outra parada cilindro,1,6.522,3.73,Haste quebrada OT1033268371,,,1 - Dispositivos,CBSR_Z1 - A0MONMANU - Outra parada cilindro
2077,05/09/2022,Z1_TACDC,COM1,B51,Suporte vazio,2,23.500,13.43,Pane ultrapassagem B15 OT33294965,,,12 - Transportador,Z1_TACDC - COM1 - Suporte vazio
2078,05/09/2022,Z1_TACDC,C1,I3Z,Outra falha Sensores,2,1.073,0.61,Pane B15 OT33294965,,,1 - Dispositivos,Z1_TACDC - C1 - Outra falha Sensores
2079,03/10/2022,CBSL_Z1,E0MONAUTO,G11,Problema em 1 referência,2,0.338,0.14,carro travando no recuo (ot 1033503592),,,1 - Dispositivos,CBSL_Z1 - E0MONAUTO - Problema em 1 referência
2080,03/10/2022,CBSL_Z1,A0MONMANU,G11,Problema em 1 referência,2,2.206,16.65,Piloto  travando no recuo ( ot 1033503759),,,1 - Dispositivos,CBSL_Z1 - A0MONMANU - Problema em 1 referência
2081,04/10/2022,CBSL_Z1,E0MONAUTO,G11,Problema em 1 referência,1,12.978,7.42,carro travando no recuo (ot 1033503592),,,1 - Dispositivos,CBSL_Z1 - E0MONAUTO - Problema em 1 referência
2082,05/10/2022,CBSR_Z1,N0MONAUTO,I32,Sensor (ajuste),1,1.218,0.54,sensor fora de posição,,,1 - Dispositivos,CBSR_Z1 - N0MONAUTO - Sensor (ajuste)
2083,22/09/2022,CBSR_Z1,A0MONMANU,G11,Problema em 1 referência,1,0.442,0.20,Conjunto com folga,,,20 - Outros,CBSR_Z1 - A0MONMANU - Problema em 1 referência
2084,27/09/2022,CBSR_Z1,A0MONMANU,G11,Problema em 1 referência,2,2.838,1.27,Conjunto com folga,,,18 - Mesas,CBSR_Z1 - A0MONMANU - Problema em 1 referência
2085,30/09/2022,CBSR_Z1,A0MONMANU,G6Z,Outras parada piloto,1,7.777,4.44,Piloto travando por sujeira.,,,18 - Mesas,CBSR_Z1 - A0MONMANU - Outras parada piloto
2086,30/09/2022,CBSR_Z1,A6RBPOINT,L71,Cabo BI HS,1,2.780,1.24,Falha controlador de solda,,,10 - Mastic,CBSR_Z1 - A6RBPOINT - Cabo BI HS
2087,17/10/2022,CBSL_Z1,E0MONAUTO,G11,Problema em 1 referência,1,0.290,0.12,Travamento do conjunto,,,1 - Dispositivos,CBSL_Z1 - E0MONAUTO - Problema em 1 referência
2088,19/10/2022,CBSL_Z1,E0MONAUTO,G11,Problema em 1 referência,1,2.612,1.11,Conjunto travando,,,1 - Dispositivos,CBSL_Z1 - E0MONAUTO - Problema em 1 referência
2089,20/10/2022,CBSL_Z1,E0MONAUTO,G11,Problema em 1 referência,1,2.813,1.26,Conjunto travando,,,1 - Dispositivos,CBSL_Z1 - E0MONAUTO - Problema em 1 referência
2090,21/10/2022,CBSL_Z1,E0MONAUTO,G11,Problema em 1 referência,2,6.118,2.60,Conjunto travado,,,1 - Dispositivos,CBSL_Z1 - E0MONAUTO - Problema em 1 referência
2091,31/10/2022,CBSR_Z1,COM1,B0C,Sequenciamento forçado,1,20.993,10.01,Queda de peça do elevador L2 Nº1033709851,,,12 - Transportador,CBSR_Z1 - COM1 - Sequenciamento forçado
2092,31/10/2022,CBSR_Z1,A0MONMANU,G11,Problema em 1 referência,1,0.937,0.45,conjunto travando no recuo,,,1 - Dispositivos,CBSR_Z1 - A0MONMANU - Problema em 1 referência
2093,31/10/2022,Z1_TACDC,L2,T8Z,Outra parada fixação,2,0.537,0.26,Posicionador travado,,,7 - Elevadores,Z1_TACDC - L2 - Outra parada fixação
2094,04/11/2022,CBSL_Z1,N0MONAUTO,,Z1: N0 Excesso de tempo de ciclo,1,0.067,0.04,,,,1 - Dispositivos,CBSL_Z1 - N0MONAUTO - Z1: N0 Excesso de tempo de ciclo
2095,13/01/2022,EC1_Z3,M0CMBACCUA,E0A,Deslizamento limitador de torque,5,19.444,16.76,L'OT N°1031539445,,,12 - Transportador,EC1_Z3 - M0CMBACCUA - Deslizamento limitador de torque
2096,13/01/2022,EC1_Z2,K4RBMANUT,BBZ,Outra parada robo,2,0.137,0.12,em análise,,,6 - Robôs,EC1_Z2 - K4RBMANUT - Outra parada robo
2097,14/01/2022,EC1_Z3,M0CMBACCUA,EPZ,Outra parada transportador,4,31.803,13.71,troller gasto: originou o travamento.,,,12 - Transportador,EC1_Z3 - M0CMBACCUA - Outra parada transportador
2098,14/01/2022,EC1_Z1,A5RBMA_PT,S81,Falha travamento suporte,5,12.723,5.48,peça mau posicionada,,,6 - Robôs,EC1_Z1 - A5RBMA_PT - Falha travamento suporte
2099,14/01/2022,EC1_Z1,A6RBMA_PT,CM3,Skid fora de serviço,2,11.038,4.76,peça fora de posição,,,19 - Skid / Pallet,EC1_Z1 - A6RBMA_PT - Skid fora de serviço
2100,14/01/2022,EC1_Z1,A3D,CM6,Problemas no skid,1,7.925,3.42,peça fora de posição cabide,,,19 - Skid / Pallet,EC1_Z1 - A3D - Problemas no skid
2101,14/01/2022,EC1_Z2,F2RBPOINT,BF1,Posicionamento robo / ferramenta,1,6.330,2.73,falha de troca de ferramenta,,,22 - Trocador de ferramentas,EC1_Z2 - F2RBPOINT - Posicionamento robo / ferramenta
2102,14/01/2022,EC1_Z1,A5RBMA_PT,G12,Estrutura / suporte Deformado,2,6.243,6.12,Cabide 17 gerando falha modelo BBB,,,6 - Robôs,EC1_Z1 - A5RBMA_PT - Estrutura / suporte Deformado
2103,14/01/2022,EC1_Z3,M0DMBACCUS,CM6,Problemas no skid,3,4.469,1.93,cabide 1 com chapa de atuação danificada,,,19 - Skid / Pallet,EC1_Z3 - M0DMBACCUS - Problemas no skid
2104,14/01/2022,EC1_Z3,M0CMBACCUA,B6X,Suporte travado + Nº suporte,1,4.168,4.09,Gancheira travada no cabide 27,,,12 - Transportador,EC1_Z3 - M0CMBACCUA - Suporte travado + Nº suporte
2105,14/01/2022,EC1_Z2,F1RBPOINT,BF1,Posicionamento robo / ferramenta,1,0.137,0.13,falha na troca da pinça,,,6 - Robôs,EC1_Z2 - F1RBPOINT - Posicionamento robo / ferramenta
2106,17/01/2022,EC1_Z3,M0CMBACCUA,E0A,Deslizamento limitador de torque,2,18.398,18.04,Gancheira travada no cabide,1031585277,UAV_Z3,12 - Transportador,EC1_Z3 - M0CMBACCUA - Deslizamento limitador de torque
2107,17/01/2022,EC1_Z2,K5RBMANUT,BBZ,Outra parada robo,1,13.292,13.03,Falha robô K5. Em análise,1031585276,UAV_Z2,6 - Robôs,EC1_Z2 - K5RBMANUT - Outra parada robo
2108,17/01/2022,EC1_Z1,A4RBMANUT,U02,Erro 2: Nenhum PSP,1,4.398,1.90,PINO ENROSCADO NA SAIDA ALIMENTADOR,,UAV_Z1,9 - Tucker,EC1_Z1 - A4RBMANUT - Erro 2: Nenhum PSP
2109,18/01/2022,EC1_Z3,M1CMBACCUA,I22,Travamento,2,4.715,4.06,CABIDE ENROSCADO PROXIMO ASL,,UAV_Z3,12 - Transportador,EC1_Z3 - M1CMBACCUA - Travamento
2110,19/01/2022,EC1_Z3,M0CMBACCUA,E0A,Deslizamento limitador de torque,1,6.837,5.89,Gancheira travada no cabide 16,,UAV_Z3,12 - Transportador,EC1_Z3 - M0CMBACCUA - Deslizamento limitador de torque
2111,19/01/2022,EC1_Z2,K4RBMANUT,BBZ,Outra parada robo,1,0.067,0.06,Em análise,,UAV_Z2,6 - Robôs,EC1_Z2 - K4RBMANUT - Outra parada robo
2112,19/01/2022,EC1_Z2,P1RBPOINT,L36,Pb espessura fresa,1,0.035,0.03,falha de espessura na fresa,,UAV_Z2,2 - Fresa de robô,EC1_Z2 - P1RBPOINT - Pb espessura fresa
2113,20/01/2022,EC1_Z2,H2DMBACCUS,B6X,Suporte travado + Nº suporte,1,5.037,4.34,Pallet travado no descarregamento,,UAV_Z2,12 - Transportador,EC1_Z2 - H2DMBACCUS - Suporte travado + Nº suporte
2114,20/01/2022,EC1_Z2,F2RBPOINT,B1F,Problème codeur resolver,1,4.267,3.68,Falha de Resolver na troca da pinça ,,UAV_Z2,22 - Trocador de ferramentas,EC1_Z2 - F2RBPOINT - Problème codeur resolver
2115,20/01/2022,EC1_Z2,P1RBPOINT,L36,Pb espessura fresa,1,2.707,2.33,falha de espessura na fresa,,UAV_Z2,2 - Fresa de robô,EC1_Z2 - P1RBPOINT - Pb espessura fresa
2116,20/01/2022,EC1_Z2,K4RBMANUT,BBZ,Outra parada robo,1,0.135,0.12,em análise,,UAV_Z2,6 - Robôs,EC1_Z2 - K4RBMANUT - Outra parada robo
2117,21/01/2022,EC1_Z2,H0RBMA_PT,F71,Choque no eixo,1,59.997,51.72,colisão peça BBB com dispositivo,1031611980,UAV_Z2,6 - Robôs,EC1_Z2 - H0RBMA_PT - Choque no eixo
2118,21/01/2022,EC1_Z2,F2RBPOINT,BF1,Posicionamento robo / ferramenta,2,6.462,5.57,falha na troca da pinça,,UAV_Z2,22 - Trocador de ferramentas,EC1_Z2 - F2RBPOINT - Posicionamento robo / ferramenta
2119,21/01/2022,EC1_Z2,P1RBPOINT,L36,Pb espessura fresa,2,3.260,2.81,falha de espessura na fresa,,UAV_Z2,2 - Fresa de robô,EC1_Z2 - P1RBPOINT - Pb espessura fresa
2120,24/01/2022,EC1_Z2,P1RBPOINT,L36,Pb espessura fresa,3,8.980,7.74,falha de espessura na fresa,,UAV_Z2,2 - Fresa de robô,EC1_Z2 - P1RBPOINT - Pb espessura fresa
2121,24/01/2022,EC1_Z2,F2RBPOINT,BF1,Posicionamento robo / ferramenta,1,0.473,0.41,falha na troca da ferramenta,,UAV_Z2,22 - Trocador de ferramentas,EC1_Z2 - F2RBPOINT - Posicionamento robo / ferramenta
2122,24/01/2022,EC1_Z2,K4RBMANUT,BBZ,Outra parada robo,1,0.102,0.09,em análise,,UAV_Z2,6 - Robôs,EC1_Z2 - K4RBMANUT - Outra parada robo
2123,25/01/2022,EC1_Z2,F2RBPOINT,F1Z,Outra parada cabo / conectividade robo,1,14.452,10.18,Erro de resolver,1031642646,UAV_Z2,6 - Robôs,EC1_Z2 - F2RBPOINT - Outra parada cabo / conectividade robo
2124,25/01/2022,EC1_Z2,COM1,A61,Causa desconhecida,1,12.158,8.56,Ilha parada sem falha ,1031643648,UAV_Z2,15 - Ilha (Sw: armário: instalação elétrica geral),EC1_Z2 - COM1 - Causa desconhecida
2125,25/01/2022,EC1_Z2,H2DMBACCUS,B6X,Suporte travado + Nº suporte,1,1.623,1.14,Pallet 03 travado no descarregamento,,UAV_Z2,12 - Transportador,EC1_Z2 - H2DMBACCUS - Suporte travado + Nº suporte
2126,27/01/2022,EC1_Z2,F2RBPOINT,BF1,Posicionamento robo / ferramenta,1,3.713,2.61,falha na troca da pinça,,UAV_Z2,22 - Trocador de ferramentas,EC1_Z2 - F2RBPOINT - Posicionamento robo / ferramenta
2127,28/01/2022,EC1_Z2,F2RBPOINT,BF1,Posicionamento robo / ferramenta,1,1.183,0.83,falha na troca de pinça,,UAV_Z2,22 - Trocador de ferramentas,EC1_Z2 - F2RBPOINT - Posicionamento robo / ferramenta
2128,31/01/2022,EC1_Z1,A4RBMANUT,U0B,Erro 016: Soldura em vazio,1,2.338,1.74,FALHA NO ENVIO DE PINO,,UAV_Z1,6 - Robôs,EC1_Z1 - A4RBMANUT - Erro 016: Soldura em vazio
2129,01/02/2022,EC1_Z2,F1RBPOINT,BF1,Posicionamento robo / ferramenta,1,0.068,0.05,falha na troca da pinça,,UAV_Z2,22 - Trocador de ferramentas,EC1_Z2 - F1RBPOINT - Posicionamento robo / ferramenta
2130,02/02/2022,EC1_Z2,H0RBMA_PT,I3Z,Outra falha Sensores,1,6.662,4.97,ajuste de sensor presença,1031695900,UAV_Z2,1 - Dispositivos,EC1_Z2 - H0RBMA_PT - Outra falha Sensores
2131,04/02/2022,EC1_Z2,H2DMBACCUS,EP5,Suporte HS + Nº suporte,1,7.855,5.86,inserção pallet revisado na linha,,UAV_Z2,12 - Transportador,EC1_Z2 - H2DMBACCUS - Suporte HS + Nº suporte
2132,07/02/2022,EC1_Z2,P1RBPOINT,BF1,Posicionamento robo / ferramenta,1,5.788,5.67,SERVOGUN com junta fora da faixa,1031746879,UAV_Z2,6 - Robôs,EC1_Z2 - P1RBPOINT - Posicionamento robo / ferramenta
2133,07/02/2022,EC1_Z2,P1RBPOINT,L36,Pb espessura fresa,1,4.192,4.11,falha de espessura na fresa,,UAV_Z2,2 - Fresa de robô,EC1_Z2 - P1RBPOINT - Pb espessura fresa
2134,07/02/2022,EC1_Z2,F1RBPOINT,BF1,Posicionamento robo / ferramenta,1,0.878,0.86,falha na troca da pinça,,UAV_Z2,22 - Trocador de ferramentas,EC1_Z2 - F1RBPOINT - Posicionamento robo / ferramenta
2135,09/02/2022,EC1_Z2,H2DMBACCUS,B6X,Suporte travado + Nº suporte,1,4.513,2.91,Pallet travado no descarregamento,,UAV_Z2,12 - Transportador,EC1_Z2 - H2DMBACCUS - Suporte travado + Nº suporte
2136,10/02/2022,EC1_Z2,F2RBPOINT,BF1,Posicionamento robo / ferramenta,1,6.390,3.73,falha na troca da pinça,,UAV_Z2,22 - Trocador de ferramentas,EC1_Z2 - F2RBPOINT - Posicionamento robo / ferramenta
2137,11/02/2022,EC1_Z1,A3D,E0H,Pb sistema transporte,1,8.933,6.67,PEÇA FORA DE POSIÇÃO NO CABIDE,1031769394,UAV_Z1,12 - Transportador,EC1_Z1 - A3D - Pb sistema transporte
2138,11/02/2022,EC1_Z1,C0,B0V,Falha ligação elétrica,1,7.117,5.31,Troca do cabo Y da pinça,,UAV_Z1,15 - Ilha (Sw: armário: instalação elétrica geral),EC1_Z1 - C0 - Falha ligação elétrica
2139,11/02/2022,EC1_Z2,H2DMBACCUS,B6X,Suporte travado + Nº suporte,1,2.708,2.02,pallet 08 travado no descarregamento,,UAV_Z2,12 - Transportador,EC1_Z2 - H2DMBACCUS - Suporte travado + Nº suporte
2140,14/02/2022,EC1_Z2,F2RBPOINT,BF1,Posicionamento robo / ferramenta,3,26.599,21.28,falha na troca da pinça,,UAV_Z2,22 - Trocador de ferramentas,EC1_Z2 - F2RBPOINT - Posicionamento robo / ferramenta
2141,14/02/2022,EC1_Z1,A5RBMA_PT,B0V,Falha ligação elétrica,1,4.268,3.41, Def. barramento PROFINET,1031797615,UAV_Z1,15 - Ilha (Sw: armário: instalação elétrica geral),EC1_Z1 - A5RBMA_PT - Falha ligação elétrica
2142,14/02/2022,EC1_Z2,P1RBPOINT,L36,Pb espessura fresa,1,0.472,0.38,falha de espessura na fresa,,UAV_Z2,2 - Fresa de robô,EC1_Z2 - P1RBPOINT - Pb espessura fresa
2143,15/02/2022,EC1_Z2,H2DMBACCUS,B6X,Suporte travado + Nº suporte,2,8.817,7.35,Retirado pallet 06 para revisão,,UAV_Z2,12 - Transportador,EC1_Z2 - H2DMBACCUS - Suporte travado + Nº suporte
2144,15/02/2022,EC1_Z2,J0RBMA_PT,I3Z,Outra falha Sensores,2,6.087,5.07,ajuste sensor de presença BBB,,UAV_Z2,1 - Dispositivos,EC1_Z2 - J0RBMA_PT - Outra falha Sensores
2145,15/02/2022,EC1_Z1,A4RBMANUT,U08,Erro 13: SMPS: Nenhuma elevação,1,4.575,3.81,falha no envio de pino,,UAV_Z1,6 - Robôs,EC1_Z1 - A4RBMANUT - Erro 13: SMPS: Nenhuma elevação
2146,15/02/2022,EC1_Z2,P1RBPOINT,L36,Pb espessura fresa,1,4.523,3.77,falha na fresagem robo p1,,UAV_Z2,2 - Fresa de robô,EC1_Z2 - P1RBPOINT - Pb espessura fresa
2147,16/02/2022,EC1_Z3,M1CMBACCUA,B6X,Suporte travado + Nº suporte,1,3.997,3.33,falha no sensor de saturação 7,,UAV_Z3,1 - Dispositivos,EC1_Z3 - M1CMBACCUA - Suporte travado + Nº suporte
2148,17/02/2022,EC1_Z3,M0CMBACCUA,E0A,Deslizamento limitador de torque,1,8.717,7.26,gancheira travada no cabide,,UAV_Z3,12 - Transportador,EC1_Z3 - M0CMBACCUA - Deslizamento limitador de torque
2149,17/02/2022,EC1_Z2,P1RBPOINT,L36,Pb espessura fresa,1,2.370,1.98,falha de espessura na fresa,,UAV_Z2,2 - Fresa de robô,EC1_Z2 - P1RBPOINT - Pb espessura fresa
2150,21/02/2022,EC1_Z2,J0RBMA_PT,B0V,Falha ligação elétrica,1,24.108,20.09,falha profinet robo J0,1031851975,UAV_Z2,15 - Ilha (Sw: armário: instalação elétrica geral),EC1_Z2 - J0RBMA_PT - Falha ligação elétrica
2151,22/02/2022,EC1_Z2,P1RBPOINT,BBZ,Outra parada robo,5,27.491,22.91,Falhas de solda robô P1,1031854079,UAV_Z2,6 - Robôs,EC1_Z2 - P1RBPOINT - Outra parada robo
2152,22/02/2022,EC1_Z2,F2RBPOINT,I0Z,Outra falha mecanismo,1,2.908,2.42,falha na troca de ferramenta,,UAV_Z2,22 - Trocador de ferramentas,EC1_Z2 - F2RBPOINT - Outra falha mecanismo
2153,22/02/2022,EC1_Z2,P1RBPOINT,L36,Pb espessura fresa,1,2.027,1.69,falha espessura na fresa,,UAV_Z2,2 - Fresa de robô,EC1_Z2 - P1RBPOINT - Pb espessura fresa
2154,22/02/2022,EC1_Z2,K9RBCOLLE,LGZ,Outra parada terra goujon,1,1.313,1.09,falha no envio de pina,,UAV_Z2,9 - Tucker,EC1_Z2 - K9RBCOLLE - Outra parada terra goujon
2155,23/02/2022,EC1_Z1,A3D,E0H,Pb sistema transporte,1,6.455,5.38,peça fora de posição no cabide,1031855545,UAV_Z1,12 - Transportador,EC1_Z1 - A3D - Pb sistema transporte
2156,23/02/2022,EC1_Z1,A4RBMANUT,U0B,Erro 016: Soldura em vazio,1,3.515,2.93,falha no envio de pino,,UAV_Z1,9 - Tucker,EC1_Z1 - A4RBMANUT - Erro 016: Soldura em vazio
2157,23/02/2022,EC1_Z2,F1RBPOINT,BF1,Posicionamento robo / ferramenta,1,1.558,1.30,falha na troca da ferramenta,,UAV_Z2,22 - Trocador de ferramentas,EC1_Z2 - F1RBPOINT - Posicionamento robo / ferramenta
2158,24/02/2022,EC1_Z2,F2RBPOINT,BD7,Colagem eletrodo (Manut),2,49.460,41.22,colagem de eltrodo corrente alta,1031857566,UAV_Z2,4 - Pinças robô,EC1_Z2 - F2RBPOINT - Colagem eletrodo (Manut)
2159,24/02/2022,EC1_Z2,K5RBMANUT,BBZ,Outra parada robo,1,7.680,6.51,Em análise,1031862637,UAV_Z2,6 - Robôs,EC1_Z2 - K5RBMANUT - Outra parada robo
2160,24/02/2022,EC1_Z2,F2RBPOINT,F1Z,Outra parada cabo / conectividade robo,2,5.513,4.59,falha na troca de ferramenta ,,UAV_Z2,22 - Trocador de ferramentas,EC1_Z2 - F2RBPOINT - Outra parada cabo / conectividade robo
2161,24/02/2022,EC1_Z2,H2DMBACCUS,B6X,Suporte travado + Nº suporte,1,4.200,3.56,Pallet 08 travado no descarregamento,,UAV_Z2,12 - Transportador,EC1_Z2 - H2DMBACCUS - Suporte travado + Nº suporte
2162,24/02/2022,EC1_Z2,F1RBPOINT,F1Z,Outra parada cabo / conectividade robo,2,1.965,1.64,falha na troca de ferramenta,,UAV_Z2,22 - Trocador de ferramentas,EC1_Z2 - F1RBPOINT - Outra parada cabo / conectividade robo
2163,25/02/2022,EC1_Z2,P1RBPOINT,L36,Pb espessura fresa,1,3.113,2.64,falha de espessura na fresa,,UAV_Z2,2 - Fresa de robô,EC1_Z2 - P1RBPOINT - Pb espessura fresa
2164,02/03/2022,EC1_Z1,COM1,B0V,Falha ligação elétrica,2,3.035,2.62, Def. barramento PROFINET A5,,UAV_Z1,15 - Ilha (Sw: armário: instalação elétrica geral),EC1_Z1 - COM1 - Falha ligação elétrica
2165,02/03/2022,EC1_Z1,COM1,B0N,Pb reconhecimento peça,1,1.000,0.86,falha F0,,UAV_Z1,1 - Dispositivos,EC1_Z1 - COM1 - Pb reconhecimento peça
2166,03/03/2022,EC1_Z2,G0RBMANUT,U0B,Erro 016: Soldura em vazio,1,14.375,12.39,PINO ENROSCADO NA MANGUEIRA,1031912310,UAV_Z2,9 - Tucker,EC1_Z2 - G0RBMANUT - Erro 016: Soldura em vazio
2167,07/03/2022,EC1_Z1,A2D,E0H,Pb sistema transporte,1,5.737,4.86,peça fora de posição no cabide,,UAV_Z1,12 - Transportador,EC1_Z1 - A2D - Pb sistema transporte
2168,07/03/2022,EC1_Z1,COM1,B0V,Falha ligação elétrica,1,3.327,2.82, Def. barramento PROFINET,,UAV_Z1,15 - Ilha (Sw: armário: instalação elétrica geral),EC1_Z1 - COM1 - Falha ligação elétrica
2169,08/03/2022,EC1_Z2,G0RBMANUT,CM5,Problema de geometria suporte,1,8.480,7.19,Referencia da serragem estava solda,1031963887,UAV_Z2,5 - Gripper,EC1_Z2 - G0RBMANUT - Problema de geometria suporte
2170,08/03/2022,EC1_Z3,M0CMBACCUA,EP5,Suporte HS + Nº suporte,1,8.365,7.09,troller com canal pallet 03 ,1031963505,UAV_Z3,12 - Transportador,EC1_Z3 - M0CMBACCUA - Suporte HS + Nº suporte
2171,09/03/2022,EC1_Z2,F2RBPOINT,BF1,Posicionamento robo / ferramenta,4,31.378,26.59,falha resolver,1031965284,UAV_Z2,6 - Robôs,EC1_Z2 - F2RBPOINT - Posicionamento robo / ferramenta
2172,09/03/2022,EC1_Z3,M0CMBACCUA,EP5,Suporte HS + Nº suporte,1,5.363,4.54,troller de arreste desgastado cabide 9,1031965328,UAV_Z3,12 - Transportador,EC1_Z3 - M0CMBACCUA - Suporte HS + Nº suporte
2173,09/03/2022,EC1_Z2,F1RBPOINT,BF1,Posicionamento robo / ferramenta,2,2.405,2.04,Falha na troca de pinça,,UAV_Z2,22 - Trocador de ferramentas,EC1_Z2 - F1RBPOINT - Posicionamento robo / ferramenta
2174,10/03/2022,EC1_Z2,P1RBPOINT,BF1,Posicionamento robo / ferramenta,2,13.366,11.33,Falha fresa e falha de espessura negativa,1031974155,UAV_Z2,2 - Fresa de robô,EC1_Z2 - P1RBPOINT - Posicionamento robo / ferramenta
2175,10/03/2022,EC1_Z1,A4RBMANUT,BCJ,Problema distribuição pino,1,6.243,5.29,pino travado na régua do alimentador,1031967448,UAV_Z1,9 - Tucker,EC1_Z1 - A4RBMANUT - Problema distribuição pino
2176,10/03/2022,EC1_Z2,F2RBPOINT,BF1,Posicionamento robo / ferramenta,1,0.372,0.32,falha na troca da pinça,,UAV_Z2,22 - Trocador de ferramentas,EC1_Z2 - F2RBPOINT - Posicionamento robo / ferramenta
2177,11/03/2022,EC1_Z2,P1RBPOINT,BF1,Posicionamento robo / ferramenta,7,20.038,17.27,Espess negativa e falha na fresa,,UAV_Z2,2 - Fresa de robô,EC1_Z2 - P1RBPOINT - Posicionamento robo / ferramenta
2178,11/03/2022,EC1_Z2,H2DMBACCUS,EP5,Suporte HS + Nº suporte,2,8.314,7.17,pallet 4 travado ,1031985833,UAV_Z2,12 - Transportador,EC1_Z2 - H2DMBACCUS - Suporte HS + Nº suporte
2179,11/03/2022,EC1_Z3,M0DMBACCUS,EP5,Suporte HS + Nº suporte,1,1.038,0.89,retirada de cabide para manutenção,,UAV_Z3,12 - Transportador,EC1_Z3 - M0DMBACCUS - Suporte HS + Nº suporte
2180,14/03/2022,EC1_Z2,P0MONAUTO,I0Z,Outra falha mecanismo,5,11.644,9.87,FALHA ESPESSURA NEGATIVA ,,UAV_Z2,2 - Fresa de robô,EC1_Z2 - P0MONAUTO - Outra falha mecanismo
2181,14/03/2022,EC1_Z2,P1RBPOINT,L36,Pb espessura fresa,3,3.650,3.09,ttttttttttt,,UAV_Z2,2 - Fresa de robô,EC1_Z2 - P1RBPOINT - Pb espessura fresa
2182,14/03/2022,EC1_Z2,F7RBPOINT,BD5,Colagem eletrodo + Nº pt,1,3.180,2.69,COLAGEM E ESCAPE DE ELETRODO,,UAV_Z2,4 - Pinças robô,EC1_Z2 - F7RBPOINT - Colagem eletrodo + Nº pt
2183,14/03/2022,EC1_Z2,G0RBMANUT,BCH,Pb temps de soudure  goujon,1,1.593,1.35,FALHA DE SOLDA,,UAV_Z2,9 - Tucker,EC1_Z2 - G0RBMANUT - Pb temps de soudure  goujon
2184,15/03/2022,EC1_Z1,A4RBMANUT,BCC,Distribut. goujon deregle,1,3.870,3.28,separador de pinos estava solto e travando,,UAV_Z1,9 - Tucker,EC1_Z1 - A4RBMANUT - Distribut. goujon deregle
